	SES	GPA	SAT	Gender	Race	Random Acceptance	Partial Logistic Acceptance	Complete Logistic Acceptance
44470	871207	4.48	1466	Female	Asian	1	0	1
44471	485530	3.41	1167	Male	Latinx	1	1	0
44472	322696	4.11	981	Female	Other	1	1	0
44473	369271	3.22	1444	Female	White	1	1	0
44474	437854	3.33	1349	Male	White	1	1	0
44475	581810	2.85	1627	Female	Latinx	0	0	1
44476	640018	3.99	1453	Female	White	1	0	1
44477	662631	3.35	1005	Female	Latinx	0	0	1
44478	570726	3.77	1285	Female	Latinx	1	1	1
44479	581153	3.71	1098	Female	Latinx	0	0	1
44480	946364	3.19	1229	Female	Asian	1	0	1
44481	748959	4.69	1391	Male	Asian	1	0	1
44482	602400	3.37	1273	Female	Latinx	0	0	1
44483	696538	3.29	618	Female	Asian	0	0	1
44484	817293	4.05	1111	Female	Asian	1	0	1
44485	628714	3.11	921	Male	Latinx	1	0	1
44486	593404	3.78	1412	Male	Asian	0	0	1
44487	786313	3.77	1007	Female	Asian	1	0	1
44488	660798	3.33	1197	Female	Black	0	0	1
44489	572949	4.33	1814	Male	Asian	0	1	1
44490	485840	3.46	1211	Female	Asian	1	1	0
44491	591996	3.68	1412	Female	Latinx	0	0	1
44492	614498	3.52	1664	Male	Asian	1	0	1
44493	595009	3.51	1472	Male	White	0	0	1
44494	632253	3.37	1191	Female	Latinx	0	0	1
44495	650945	3.76	881	Female	Asian	0	0	1
44496	615985	3.71	1650	Female	Asian	0	0	1
44497	691883	4.36	1600	Male	Latinx	0	0	1
44498	616845	3.37	982	Male	Latinx	1	0	1
44499	622150	2.92	1446	Male	Latinx	0	0	1
44500	470381	3.61	1097	Male	Latinx	0	1	0
44501	704683	3.8	1832	Male	Latinx	0	0	1
44502	611815	3.89	1305	Female	Asian	0	0	1
44503	571347	3.5	1222	Male	Latinx	0	0	1
44504	651929	3.48	1652	Male	White	1	0	1
44505	412260	4.18	1924	Male	Asian	0	1	0
44506	539015	3.09	1405	Female	Asian	0	1	0
44507	583233	3.69	1691	Male	White	1	1	1
44508	538185	3.65	1330	Female	Latinx	1	1	0
44509	743772	3.79	1498	Female	Asian	1	0	1
44510	524002	3.04	978	Female	Latinx	1	1	0
44511	651075	4.23	1438	Female	Asian	1	0	1
44512	741786	3.43	1280	Female	Asian	0	0	1
44513	611777	3.48	1775	Female	Black	0	0	1
44514	593632	3.61	1528	Female	Latinx	1	0	1
44515	507469	4.24	1228	Female	Asian	0	1	0
44516	744840	3.06	1131	Female	Asian	0	0	1
44517	884259	3.9	1585	Male	Asian	0	0	1
44518	615590	3.68	1048	Female	Latinx	1	0	1
44519	869399	3.6	1446	Female	Asian	0	0	1
44520	558250	3.74	1364	Female	Latinx	0	1	0
44521	574587	3.04	1722	Male	Latinx	1	1	1
44522	649866	3.95	1531	Female	Latinx	0	0	1
44523	301024	3.88	1634	Female	Asian	1	1	0
44524	736806	4.56	1205	Female	White	0	0	1
44525	613268	4.12	1569	Female	Latinx	0	0	1
44526	630684	4.2	1425	Female	Latinx	0	0	1
44527	670625	3.28	1663	Female	Asian	0	0	1
44528	633401	3.4	1915	Male	White	1	0	1
44529	593175	2.28	1591	Male	Other	0	0	1
44530	652977	3.15	660	Male	Latinx	1	0	1
44531	859932	2.79	1454	Female	Asian	1	0	1
44532	609069	3.61	1197	Male	Latinx	0	0	1
44533	845486	4.09	2028	Female	Asian	0	0	1
44534	593057	2.6	830	Male	Black	0	0	1
44535	903012	2.73	1399	Female	Asian	1	0	1
44536	390909	5.02	1549	Male	Asian	0	1	0
44537	502351	3.52	1379	Female	Asian	1	1	0
44538	671952	2.93	1371	Female	Asian	1	0	1
44539	844849	3.85	1204	Female	Black	1	0	1
44540	715869	3.96	1352	Male	Asian	1	0	1
44541	727489	3.56	1399	Male	Latinx	0	0	1
44542	578512	4.17	1863	Female	White	0	1	1
44543	670787	3.15	706	Female	Asian	1	0	1
44544	706258	4.01	1370	Female	Asian	0	0	1
44545	700767	4.03	1425	Female	Asian	0	0	1
44546	748271	4.48	1599	Female	White	0	0	1
44547	705578	3.25	1558	Male	Black	1	0	1
44548	707685	3.9	1411	Male	Asian	1	0	1
44549	739119	3.85	1488	Male	Black	1	0	1
44550	718206	4.11	1751	Female	Asian	0	0	1
44551	543770	4.25	986	Female	Latinx	0	1	0
44552	609030	3.06	1201	Male	Latinx	1	0	1
44553	345882	3.84	869	Female	Asian	0	1	0
44554	657908	3.2	1184	Female	Latinx	1	0	1
44555	491318	3.03	1320	Male	Asian	0	1	0
44556	402481	4.03	1733	Male	White	1	1	0
44557	536864	3.76	1488	Female	Asian	0	1	0
44558	592578	3.52	1233	Male	Black	1	0	1
44559	337305	3.72	1551	Male	Asian	0	1	0
44560	524421	4.09	1614	Female	White	1	1	0
44561	609386	3.78	1423	Female	Latinx	0	0	1
44562	589363	3.59	1576	Female	Asian	0	1	1
44563	591476	3.19	916	Female	Latinx	0	0	1
44564	601669	3.49	1111	Male	Asian	0	0	1
44565	632649	3.45	1358	Female	Latinx	0	0	1
44566	548884	4.36	1303	Female	White	0	1	0
44567	561703	3.53	1202	Female	Latinx	0	1	0
44568	387060	4.15	2103	Male	Asian	1	1	0
44569	753605	3.63	1345	Female	White	1	0	1
44570	626646	2.89	1287	Female	White	0	0	1
44571	931112	3.97	1612	Male	White	0	0	1
44572	627147	3.17	1053	Female	Latinx	1	0	1
44573	600044	3.4	1103	Female	White	0	0	1
44574	434878	3.08	1362	Male	Latinx	0	1	0
44575	713906	4.01	1616	Female	Latinx	0	0	1
44576	634436	3.91	1630	Male	Latinx	0	0	1
44577	362290	3.09	888	Female	Asian	1	1	0
44578	623269	3.59	1144	Female	White	1	0	1
44579	733761	2.5	942	Male	Other	0	0	1
44580	668407	3.61	1723	Female	Black	0	0	1
44581	747418	3.92	1902	Male	White	0	0	1
44582	574200	3.1	1423	Male	Asian	1	0	1
44583	610453	2.92	1175	Female	Latinx	0	0	1
44584	573707	3.7	1628	Male	Asian	0	1	1
44585	684625	3.67	1624	Female	Asian	1	0	1
44586	624939	3.64	1046	Female	Latinx	0	0	1
44587	522840	3.29	1081	Female	Latinx	1	1	0
44588	580061	3.67	1230	Female	Latinx	0	0	1
44589	710397	3.25	1554	Male	Asian	0	0	1
44590	761920	3.65	1707	Female	Asian	1	0	1
44591	511590	3.8	1471	Male	Latinx	1	1	0
44592	699196	3.26	1748	Male	Asian	0	0	1
44593	778844	2.34	1970	Male	White	1	0	1
44594	751097	3.3	1283	Female	Asian	1	0	1
44595	567108	3.57	1345	Female	Latinx	0	1	0
44596	599348	2.93	1164	Female	Latinx	1	0	1
44597	677013	4.33	1641	Female	Asian	1	0	1
44598	568636	4.43	1202	Female	Asian	0	1	0
44599	595915	3.95	1943	Female	White	0	1	1
44600	737391	2.9	1279	Female	Asian	1	0	1
44601	635707	3.11	1228	Male	Asian	1	0	1
44602	640256	3.69	1303	Female	Latinx	1	0	1
44603	520362	3.45	2114	Male	Asian	0	1	0
44604	663553	3.66	1748	Male	White	1	0	1
44605	714197	2.98	898	Male	Asian	0	0	1
44606	645813	3.57	1149	Female	Latinx	0	0	1
44607	696487	3.26	1763	Male	Latinx	1	0	1
44608	472709	3.79	1110	Female	Asian	0	1	0
44609	664373	3.69	1421	Male	Asian	1	0	1
44610	879577	3.68	1164	Female	Asian	0	0	1
44611	582512	3.22	1529	Female	Black	1	0	1
44612	670902	4.34	1285	Female	Latinx	1	0	1
44613	621116	3.28	1454	Male	Latinx	0	0	1
44614	604055	3.81	1093	Male	Latinx	1	0	1
44615	780367	3.78	1942	Male	Asian	1	0	1
44616	595142	3.33	1421	Male	Latinx	1	0	1
44617	698198	3.79	1525	Female	White	1	0	1
44618	818467	2.9	1817	Male	Asian	0	0	1
44619	555544	4.42	2138	Male	Asian	0	1	0
44620	671010	3.61	1525	Female	Asian	0	0	1
44621	382250	3.42	1300	Female	Asian	1	1	0
44622	513886	3.07	1292	Female	Latinx	1	1	0
44623	659355	3.29	1706	Male	Asian	1	0	1
44624	675031	3.39	1267	Female	Asian	1	0	1
44625	509392	3.01	1212	Female	Latinx	0	1	0
44626	697440	3.24	1081	Female	Asian	0	0	1
44627	780165	3.54	1208	Female	Asian	0	0	1
44628	700042	4.23	1510	Male	Latinx	0	0	1
44629	671152	3.22	1346	Female	Asian	0	0	1
44630	525127	4.0	1690	Female	Latinx	0	1	0
44631	597957	3.71	1016	Female	Latinx	0	0	1
44632	565684	4.03	887	Female	Latinx	0	0	0
44633	627682	3.74	1679	Male	Asian	1	0	1
44634	638084	3.93	1134	Male	Latinx	1	0	1
44635	719413	3.62	1986	Male	Asian	1	0	1
44636	719877	4.15	1675	Female	Asian	0	0	1
44637	605308	4.3	1450	Male	Latinx	0	0	1
44638	713487	3.92	1384	Male	Latinx	1	0	1
44639	484907	3.41	1292	Male	Latinx	0	1	0
44640	741336	3.77	1488	Female	Asian	1	0	1
44641	666024	3.91	1118	Female	Latinx	0	0	1
44642	534804	3.64	1105	Female	White	0	1	0
44643	662554	3.73	683	Female	Latinx	0	0	1
44644	813153	3.7	1305	Female	Asian	1	0	1
44645	665988	3.82	1412	Female	Latinx	0	0	1
44646	573249	2.86	1468	Female	Latinx	0	1	1
44647	644624	4.09	1824	Male	White	0	0	1
44648	769669	3.55	1292	Female	White	0	0	1
44649	365591	3.91	1119	Male	Asian	1	1	0
44650	546124	3.92	1182	Male	White	0	1	0
44651	564743	3.47	1107	Male	Latinx	0	0	0
44652	639703	4.02	1321	Female	Black	1	0	1
44653	739374	3.22	1035	Female	Latinx	1	0	1
44654	693815	4.11	1277	Female	Asian	0	0	1
44655	967590	4.15	1398	Female	White	1	0	1
44656	849962	2.93	1363	Female	Asian	1	0	1
44657	610548	2.97	1440	Female	Latinx	0	0	1
44658	467045	3.44	695	Female	Latinx	0	1	0
44659	546980	3.39	1009	Female	Asian	0	1	0
44660	723005	3.85	2141	Male	Latinx	0	0	1
44661	729380	3.91	1267	Female	Asian	0	0	1
44662	570454	3.86	1445	Female	Latinx	0	1	1
44663	797686	3.93	1503	Female	Asian	0	0	1
44664	690034	3.5	1415	Female	Asian	0	0	1
44665	638195	3.72	1345	Male	Asian	0	0	1
44666	640640	4.08	1241	Male	Latinx	1	0	1
44667	602861	3.31	1594	Male	Latinx	0	0	1
44668	635454	3.15	1350	Female	Asian	0	0	1
44669	606591	3.46	1017	Female	Latinx	1	0	1
44670	659460	3.91	1240	Female	Latinx	0	0	1
44671	688215	3.14	1428	Male	Black	1	0	1
44672	841647	3.57	1497	Female	Asian	1	0	1
44673	759451	2.91	1508	Female	Latinx	0	0	1
44674	670502	3.77	1566	Male	White	0	0	1
44675	530517	2.61	1544	Male	Asian	1	1	0
44676	657360	3.17	1455	Female	White	1	0	1
44677	577477	2.94	798	Male	Asian	1	0	1
44678	513404	3.64	1250	Male	White	0	1	0
44679	683354	3.32	1306	Female	Latinx	0	0	1
44680	588677	3.27	1031	Female	Asian	1	0	1
44681	678306	4.07	1924	Male	White	0	0	1
44682	786043	3.39	1283	Male	Asian	1	0	1
44683	587930	3.74	1456	Female	Asian	1	1	1
44684	659662	3.05	1341	Male	Latinx	1	0	1
44685	708317	3.63	1223	Male	Asian	0	0	1
44686	925514	4.28	2050	Female	White	0	0	1
44687	577528	3.76	1157	Male	Latinx	0	0	1
44688	927376	3.56	528	Female	Asian	0	0	1
44689	838472	3.72	1867	Male	Asian	1	0	1
44690	565755	4.36	1452	Female	Asian	0	1	0
44691	757347	4.32	1960	Male	Asian	0	0	1
44692	770952	3.69	1329	Male	White	1	0	1
44693	635558	3.58	1407	Male	Asian	1	0	1
44694	520726	3.29	1393	Female	Asian	1	1	0
44695	766033	3.77	1206	Male	Latinx	0	0	1
44696	589703	3.99	1014	Male	Latinx	0	0	1
44697	699214	3.62	1433	Female	Asian	0	0	1
44698	637227	3.2	1229	Female	Latinx	1	0	1
44699	776709	3.51	1536	Male	White	1	0	1
44700	514989	3.99	974	Male	Latinx	0	1	0
44701	618722	3.81	1337	Male	Latinx	1	0	1
44702	615053	3.29	946	Female	Black	0	0	1
44703	656740	3.28	1045	Female	Latinx	0	0	1
44704	551060	3.66	1616	Male	Asian	0	1	0
44705	442593	3.63	1403	Male	Asian	0	1	0
44706	767892	3.55	1201	Female	White	1	0	1
44707	587460	4.18	1716	Male	Latinx	1	0	1
44708	692435	4.12	1122	Female	Asian	0	0	1
44709	559254	3.72	1120	Female	Latinx	0	1	0
44710	628722	3.21	1272	Male	Latinx	0	0	1
44711	564490	3.32	691	Female	Latinx	0	0	0
44712	521005	3.05	945	Female	Latinx	1	1	0
44713	327364	3.01	815	Male	White	1	1	0
44714	864621	3.53	1619	Male	Asian	0	0	1
44715	662705	3.16	892	Female	Latinx	0	0	1
44716	706787	3.94	1794	Male	Asian	0	0	1
44717	310364	3.88	1333	Male	Asian	0	1	0
44718	578055	3.36	1309	Male	Latinx	0	0	1
44719	671196	3.69	1112	Male	Latinx	0	0	1
44720	652815	3.21	1542	Male	Asian	1	0	1
44721	629963	3.79	1562	Male	Latinx	1	0	1
44722	630885	3.46	1236	Male	White	0	0	1
44723	500321	3.99	1667	Male	Latinx	0	1	0
44724	611027	3.35	856	Male	Asian	0	0	1
44725	649210	2.41	1455	Female	Latinx	0	0	1
44726	559387	3.33	891	Female	Latinx	0	0	0
44727	816883	3.39	1560	Male	Asian	1	0	1
44728	670056	2.53	1388	Female	Other	1	0	1
44729	660691	3.8	1385	Female	White	0	0	1
44730	511819	3.87	1211	Male	Black	0	1	0
44731	646286	2.8	1112	Female	Asian	0	0	1
44732	625264	4.08	1686	Female	Asian	0	0	1
44733	611368	3.7	1120	Female	Latinx	1	0	1
44734	773336	3.04	1229	Male	Black	1	0	1
44735	671703	4.76	1437	Female	Asian	0	0	1
44736	549610	4.05	957	Female	White	0	1	0
44737	580285	3.43	1181	Female	Black	0	0	1
44738	899663	4.0	1458	Female	Asian	0	0	1
44739	606379	3.46	769	Male	White	1	0	1
44740	558474	2.68	584	Male	Latinx	0	0	0
44741	891110	3.04	1737	Male	Asian	1	0	1
44742	653738	3.19	1366	Female	Latinx	0	0	1
44743	568022	4.32	1139	Female	Latinx	1	1	0
44744	541396	2.99	921	Male	Latinx	1	1	0
44745	635387	3.36	1040	Female	Latinx	1	0	1
44746	618788	3.28	1012	Female	White	1	0	1
44747	823018	3.83	1709	Female	Asian	0	0	1
44748	627683	4.3	1586	Male	Asian	0	0	1
44749	808274	4.08	1837	Female	Asian	0	0	1
44750	765377	3.49	1393	Female	Asian	1	0	1
44751	664132	3.03	969	Male	Latinx	0	0	1
44752	714409	3.75	1540	Female	Latinx	0	0	1
44753	726556	3.81	1925	Male	Other	1	0	1
44754	537101	2.91	1168	Female	White	1	1	0
44755	644768	4.03	1272	Female	Latinx	0	0	1
44756	542759	2.99	1169	Female	Latinx	0	1	0
44757	588162	2.67	832	Female	Latinx	1	0	1
44758	570354	3.45	1330	Female	Latinx	0	0	1
44759	493297	4.39	994	Female	Asian	1	1	0
44760	661586	3.84	1632	Male	Black	0	0	1
44761	604175	3.49	1830	Male	Asian	1	0	1
44762	511116	3.5	1032	Female	Black	0	1	0
44763	529898	3.77	1612	Male	Asian	0	1	0
44764	531212	3.58	1334	Male	Latinx	0	1	0
44765	734496	3.87	1991	Female	Asian	0	0	1
44766	671318	4.97	1789	Female	Asian	0	0	1
44767	529306	2.63	1414	Female	White	0	1	0
44768	574564	3.19	1685	Female	Latinx	0	1	1
44769	579894	4.22	1399	Female	Asian	1	1	1
44770	686636	3.93	1663	Female	White	0	0	1
44771	603211	3.7	609	Female	Asian	0	0	1
44772	753269	2.93	825	Male	Asian	0	0	1
44773	644540	3.21	1547	Female	Latinx	1	0	1
44774	686120	3.42	658	Female	Latinx	0	0	1
44775	864490	3.34	2141	Male	Asian	0	0	1
44776	901720	3.69	1167	Female	Asian	0	0	1
44777	575342	4.11	1810	Male	Asian	0	1	1
44778	557749	3.68	1119	Female	Latinx	1	1	0
44779	711142	3.36	907	Male	Latinx	0	0	1
44780	749918	4.36	1696	Female	Asian	0	0	1
44781	642051	3.9	1469	Female	White	0	0	1
44782	636714	3.71	1046	Male	Asian	0	0	1
44783	685997	3.58	1265	Male	Latinx	1	0	1
44784	702852	4.19	1557	Male	Asian	1	0	1
44785	620445	3.42	1006	Female	Asian	1	0	1
44786	572465	3.36	1072	Male	Latinx	1	0	1
44787	671361	3.59	1141	Female	Asian	0	0	1
44788	542257	3.9	1251	Male	Latinx	0	1	0
44789	630825	3.75	1208	Female	Latinx	0	0	1
44790	616090	3.89	1004	Female	Latinx	0	0	1
44791	709361	3.47	728	Female	Latinx	0	0	1
44792	982406	4.87	1760	Male	White	0	0	1
44793	478729	4.26	1751	Male	Asian	1	1	0
44794	717846	2.43	1439	Male	White	0	0	1
44795	589844	4.49	1604	Male	Asian	0	1	1
44796	757771	3.95	1704	Female	White	1	0	1
44797	683201	3.72	1181	Female	Latinx	0	0	1
44798	613071	4.08	2240	Male	Asian	1	0	1
44799	601521	3.13	1200	Male	White	1	0	1
44800	608322	3.14	1406	Female	Latinx	0	0	1
44801	599658	3.31	1391	Female	Asian	0	0	1
44802	852864	3.37	1434	Female	White	0	0	1
44803	643025	3.16	1341	Female	Latinx	1	0	1
44804	783455	3.01	1087	Male	Latinx	0	0	1
44805	743960	2.6	941	Male	Asian	0	0	1
44806	546982	3.59	1135	Female	Latinx	1	1	0
44807	609130	2.94	1101	Male	Latinx	0	0	1
44808	673712	3.94	757	Male	Latinx	0	0	1
44809	739982	3.62	1525	Female	Asian	0	0	1
44810	783454	4.1	1490	Male	Asian	1	0	1
44811	536588	4.14	1391	Male	Latinx	0	1	0
44812	605699	3.43	1462	Male	Asian	0	0	1
44813	643650	4.25	1308	Female	Latinx	0	0	1
44814	664370	3.8	1758	Female	Latinx	0	0	1
44815	809617	4.76	1080	Female	Asian	1	0	1
44816	603665	4.02	1456	Male	White	1	0	1
44817	544498	2.96	1872	Male	White	0	1	0
44818	679024	3.74	1390	Male	White	0	0	1
44819	655051	3.54	1786	Female	White	1	0	1
44820	581063	2.55	1089	Male	Latinx	1	0	1
44821	624882	2.96	857	Female	Latinx	0	0	1
44822	485560	4.05	1595	Male	Asian	0	1	0
44823	617079	3.59	1100	Female	Latinx	0	0	1
44824	659642	3.49	1374	Female	Black	1	0	1
44825	574830	3.95	1689	Female	Latinx	0	1	1
44826	654233	3.87	1121	Female	Asian	0	0	1
44827	587223	3.4	1291	Male	Latinx	0	0	1
44828	604267	4.11	1793	Male	Asian	0	0	1
44829	642318	3.83	1218	Male	Asian	0	0	1
44830	728435	3.47	1542	Female	Latinx	0	0	1
44831	825056	2.92	1260	Female	White	0	0	1
44832	523115	3.08	1380	Male	Asian	1	1	0
44833	733022	3.77	1463	Female	Asian	1	0	1
44834	619739	2.9	1255	Female	Latinx	0	0	1
44835	582795	3.56	1318	Female	Asian	0	0	1
44836	736754	3.54	1274	Female	Latinx	0	0	1
44837	613646	3.38	1125	Female	Latinx	1	0	1
44838	632983	3.88	1825	Male	Asian	0	0	1
44839	690249	3.53	1410	Male	Asian	1	0	1
44840	672351	3.38	1574	Female	Latinx	1	0	1
44841	577430	3.47	865	Female	Latinx	0	0	1
44842	662721	3.55	1304	Male	Latinx	0	0	1
44843	474645	3.53	1182	Male	Asian	0	1	0
44844	603447	2.73	1242	Male	Asian	1	0	1
44845	550814	3.92	1852	Male	White	1	1	0
44846	643952	3.96	1663	Male	Latinx	1	0	1
44847	534231	3.81	1345	Female	Latinx	0	1	0
44848	635327	3.98	1450	Female	Latinx	0	0	1
44849	645742	3.47	1250	Female	Latinx	1	0	1
44850	606009	4.19	1378	Female	Asian	0	0	1
44851	559578	4.13	1163	Female	White	0	1	0
44852	626616	2.99	1253	Female	Black	0	0	1
44853	527277	3.42	1581	Female	Latinx	1	1	0
44854	543598	3.99	1398	Male	White	0	1	0
44855	473473	3.94	1343	Female	Black	0	1	0
44856	532777	3.4	1444	Female	Asian	0	1	0
44857	833505	3.43	1177	Female	Asian	0	0	1
44858	578883	2.83	1181	Male	Asian	0	0	1
44859	689841	3.48	1287	Female	Latinx	0	0	1
44860	561088	3.54	1460	Female	White	0	1	0
44861	641473	3.76	1239	Male	Asian	0	0	1
44862	555847	3.47	1230	Male	Asian	1	1	0
44863	575029	3.97	1335	Female	White	0	1	1
44864	433918	3.44	1571	Male	Asian	0	1	0
44865	529255	3.44	1321	Male	Asian	1	1	0
44866	504782	3.7	1276	Male	Asian	0	1	0
44867	429012	3.62	1439	Male	Asian	0	1	0
44868	435266	4.43	1988	Male	Asian	0	1	0
44869	580699	4.03	1199	Male	Latinx	1	0	1
44870	328154	3.31	1401	Male	Asian	0	1	0
44871	624965	3.51	1330	Female	Latinx	1	0	1
44872	879341	4.68	1416	Male	Asian	1	0	1
44873	1045369	3.81	1949	Male	White	1	0	1
44874	644332	4.32	1749	Male	Asian	1	0	1
44875	822373	4.0	1723	Male	Asian	0	0	1
44876	761344	4.37	1172	Female	White	1	0	1
44877	586631	3.75	915	Male	Latinx	1	0	1
44878	590469	3.19	1242	Female	Latinx	0	0	1
44879	634508	3.45	1703	Female	Latinx	0	0	1
44880	666031	3.81	1348	Female	Asian	0	0	1
44881	637851	3.63	1390	Male	Latinx	1	0	1
44882	834527	3.82	1603	Female	Asian	0	0	1
44883	560000	3.36	1078	Female	Latinx	0	1	0
44884	709662	3.65	1740	Male	White	0	0	1
44885	587838	3.12	1184	Female	Latinx	1	0	1
44886	473466	4.45	1600	Female	White	1	1	0
44887	596813	3.3	1041	Female	Latinx	0	0	1
44888	637811	3.3	1564	Female	Latinx	0	0	1
44889	796761	3.64	1831	Male	Asian	0	0	1
44890	708867	2.98	1552	Male	White	0	0	1
44891	829938	3.69	1807	Male	Asian	0	0	1
44892	730076	3.83	1525	Male	White	1	0	1
44893	576138	3.67	2215	Male	Other	0	1	1
44894	505597	3.02	1081	Male	Latinx	1	1	0
44895	717315	4.18	1301	Male	Asian	1	0	1
44896	684689	3.16	1716	Female	Latinx	1	0	1
44897	634855	3.33	1334	Female	Latinx	0	0	1
44898	1050648	4.07	1640	Female	White	0	0	1
44899	816008	3.71	1591	Female	Black	0	0	1
44900	882827	3.32	1605	Female	Asian	0	0	1
44901	681244	4.16	1476	Female	Latinx	0	0	1
44902	818982	3.94	1296	Female	Asian	0	0	1
44903	548959	3.73	1124	Male	Latinx	0	1	0
44904	711892	4.01	1259	Female	White	1	0	1
44905	714107	4.05	1085	Female	Asian	1	0	1
44906	642757	3.53	2007	Male	Asian	0	0	1
44907	605387	3.7	1590	Female	Asian	0	0	1
44908	612693	3.63	1445	Female	Asian	1	0	1
44909	472850	4.02	1590	Male	Asian	1	1	0
44910	337802	3.84	1521	Male	Asian	0	1	0
44911	398210	2.81	872	Male	Asian	1	1	0
44912	719697	3.46	1336	Female	Asian	0	0	1
44913	811673	3.67	1987	Male	White	1	0	1
44914	465954	3.91	2146	Male	Asian	0	1	0
44915	689025	3.12	1155	Male	Latinx	0	0	1
44916	732511	3.52	1708	Female	Asian	0	0	1
44917	558645	3.53	1268	Female	Asian	0	1	0
44918	566285	3.87	1456	Male	Latinx	0	1	0
44919	680776	4.37	1292	Male	Asian	0	0	1
44920	605999	3.53	1767	Female	Latinx	0	0	1
44921	544351	3.66	1163	Male	Asian	0	1	0
44922	645274	3.53	1146	Male	Latinx	0	0	1
44923	576421	3.36	1152	Male	Latinx	1	0	1
44924	539923	3.73	1072	Male	Latinx	0	1	0
44925	672752	3.82	1303	Male	Asian	0	0	1
44926	594783	3.64	1349	Female	Latinx	0	0	1
44927	993593	3.11	1652	Male	White	1	0	1
44928	596690	2.99	1328	Male	Black	0	0	1
44929	630772	3.36	1276	Female	Latinx	0	0	1
44930	500375	3.69	1200	Male	Asian	1	1	0
44931	642866	3.4	1361	Male	Latinx	1	0	1
44932	517919	3.94	1174	Male	Latinx	1	1	0
44933	612476	3.93	1099	Male	Asian	1	0	1
44934	575590	4.41	1847	Male	Asian	0	1	1
44935	794959	3.76	861	Female	Asian	1	0	1
44936	569326	3.59	919	Male	Latinx	0	0	1
44937	639471	3.45	1151	Female	Latinx	1	0	1
44938	558444	3.66	845	Male	Latinx	1	1	0
44939	645184	3.61	1611	Male	White	1	0	1
44940	783161	4.3	1623	Male	White	1	0	1
44941	678916	4.31	1527	Female	Asian	1	0	1
44942	623476	4.07	1035	Female	Latinx	0	0	1
44943	735117	4.19	2250	Female	Asian	1	0	1
44944	686106	3.25	1508	Male	Asian	0	0	1
44945	791964	3.95	1520	Male	Latinx	1	0	1
44946	588892	3.88	1395	Male	Asian	0	1	1
44947	681244	3.59	1506	Female	Asian	1	0	1
44948	647906	3.79	1700	Female	Latinx	0	0	1
44949	638708	3.7	1016	Female	Asian	0	0	1
44950	633559	3.8	1677	Male	White	0	0	1
44951	629861	3.15	1698	Male	Latinx	0	0	1
44952	592673	4.5	1318	Female	Asian	0	0	1
44953	597250	3.07	1642	Male	Latinx	0	0	1
44954	636592	3.56	1651	Female	Asian	0	0	1
44955	612022	4.14	943	Female	Latinx	0	0	1
44956	804475	3.15	1497	Male	White	0	0	1
44957	439103	2.73	1213	Female	Black	0	1	0
44958	611625	3.44	1081	Male	Latinx	0	0	1
44959	516212	3.34	820	Female	Asian	1	1	0
44960	649673	3.47	1257	Female	Latinx	0	0	1
44961	657113	3.92	1260	Male	Latinx	0	0	1
44962	782995	4.2	1530	Female	Asian	1	0	1
44963	708711	3.05	1515	Male	Latinx	0	0	1
44964	482609	3.52	1041	Male	Asian	0	1	0
44965	518115	3.8	1496	Male	Latinx	1	1	0
44966	677012	3.44	959	Female	Latinx	1	0	1
44967	889544	3.04	1063	Female	Asian	1	0	1
44968	584021	3.53	689	Female	Latinx	0	0	1
44969	739940	3.43	1325	Female	Asian	1	0	1
44970	728344	3.35	1899	Male	Asian	0	0	1
44971	581894	4.04	1117	Female	Asian	0	0	1
44972	707141	4.06	1605	Male	Asian	0	0	1
44973	545664	3.8	1332	Female	White	1	1	0
44974	749028	4.42	1399	Female	Asian	0	0	1
44975	640718	3.58	1648	Male	Asian	1	0	1
44976	580083	3.29	1423	Male	Asian	0	0	1
44977	831355	3.66	1676	Female	Asian	1	0	1
44978	735655	3.06	1227	Male	Black	1	0	1
44979	593883	3.2	1470	Female	Latinx	1	0	1
44980	588842	3.1	1386	Female	White	1	0	1
44981	538422	3.87	1105	Female	Latinx	0	1	0
44982	751157	3.97	1616	Male	Asian	0	0	1
44983	710195	3.25	943	Female	Latinx	0	0	1
44984	582849	3.06	829	Male	Latinx	0	0	1
44985	590892	3.1	1350	Male	Latinx	1	0	1
44986	611185	3.2	1274	Female	Latinx	1	0	1
44987	542163	3.41	921	Male	Latinx	1	1	0
44988	688336	3.15	1203	Female	Asian	1	0	1
44989	580347	3.67	895	Female	Latinx	0	0	1
44990	671136	3.62	1100	Female	Asian	1	0	1
44991	557052	3.64	1377	Female	Latinx	1	1	0
44992	541230	3.81	1277	Male	Latinx	0	1	0
44993	571584	3.63	977	Female	Latinx	1	0	1
44994	601507	3.49	1524	Male	Latinx	0	0	1
44995	692869	3.29	1580	Male	Latinx	1	0	1
44996	634443	3.54	1418	Male	Latinx	1	0	1
44997	429093	2.96	246	Male	Latinx	1	1	0
44998	657602	3.77	1322	Female	Asian	1	0	1
44999	528169	3.15	1421	Male	Asian	1	1	0
45000	659421	3.82	1342	Female	White	0	0	1
45001	641320	2.36	921	Female	Latinx	0	0	1
45002	399792	3.42	1160	Male	Asian	0	1	0
45003	612898	3.6	745	Male	Asian	1	0	1
45004	692821	3.97	1360	Female	Latinx	1	0	1
45005	576510	3.07	1111	Female	Black	0	0	1
45006	591324	3.77	1692	Male	White	1	0	1
